BRIEF ; 1,70789 ; 1,7763 ; 1,73385 ; 1,7291 ; 1,76806 ; 1,73957 ; 1,67046 ; 1,65121 ; 1,69619 ; 1,66501 ; ;
ORB ; 1,59309 ; 1,62375 ; 1,63516 ; 1,78963 ; 1,50169 ; 1,55871 ; 1,67149 ; 1,59036 ; 1,59574 ; 1,62322 ; ;
FREAK ; 45,0366 ; 42,4948 ; 40,9273 ; 43,1326 ; 42,456 ; 42,0202 ; 41,9782 ; 40,9279 ; 42,1332 ; 42,0375 ; ;
SIFT ; 30,8018 ; 31,1254 ; 29,2513 ; 30,6059 ; 29,3435 ; 30,3483 ; 31,3957 ; 30,2825 ; 29,7795 ; 29,2489 ; ;
;
;
BRISK Descriptor Extrection Time ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ; 2,93634 ; 3,07895 ; 3,42587 ; 3,33732 ; 3,27885 ; 3,22015 ; 3,38957 ; 3,18213 ; 3,00075 ; 3,32301 ; ;
BRIEF ; 1,16629 ; 1,08408 ; 1,33512 ; 1,23396 ; 1,19063 ; 1,10516 ; 1,28006 ; 1,16509 ; 1,12489 ; 1,03265 ; ;
ORB ; 4,44831 ; 4,61374 ; 4,47314 ; 4,46253 ; 4,5512 ; 4,15126 ; 4,56626 ; 4,44694 ; 4,16899 ; 4,28419 ; ;
FREAK ; 40,5439 ; 40,2037 ; 39,7157 ; 40,7837 ; 40,4318 ; 40,2546 ; 40,4507 ; 40,8191 ; 40,2788 ; 40,3328 ; ;
SIFT ; 39,6451 ; 38,5559 ; 38,8775 ; 40,7576 ; 40,335 ; 40,6448 ; 41,8105 ; 45,2928 ; 40,8296 ; 37,8016 ; ;
;
;
AKAZE Descriptor Extrection Time ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ; 1,94388 ; 1,8373 ; 1,8693 ; 1,86278 ; 3,49172 ; 1,92798 ; 2,14335 ; 2,06484 ; 2,78564 ; 2,03032 ; ;
BRIEF ; 0,891199 ; 0,844191 ; 0,874251 ; 0,943915 ; 0,910199 ; 0,904757 ; 0,791038 ; 0,924845 ; 0,891545 ; 1,11513 ; ;
ORB ; 2,92407 ; 2,88298 ; 3,89643 ; 2,85287 ; 2,81688 ; 2,83117 ; 2,8416 ; 2,56496 ; 2,96609 ; 2,84841 ; ;
FREAK ; 40,8755 ; 40,6661 ; 39,6929 ; 39,1412 ; 40,2633 ; 40,3534 ; 39,9984 ; 39,6852 ; 39,5658 ; 39,7307 ; ;
AKAZE ; 53,2119 ; 68,5788 ; 58,5949 ; 49,5325 ; 59,5883 ; 56,0368 ; 57,1553 ; 53,4985 ; 59,811 ; 56,4385 ; ;
SIFT ; 23,5703 ; 23,9214 ; 22,7873 ; 22,8321 ; 28,7259 ; 22,8595 ; 24,3058 ; 23,3023 ; 25,0749 ; 24,2177 ; ;
;
;
HARRIS Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 12 ; 10 ; 14 ; 15 ; 16 ; 16 ; 15 ; 23 ; 21 ; ;
BRIEF ;  ; 14 ; 11 ; 15 ; 20 ; 24 ; 26 ; 16 ; 24 ; 23 ; ;
ORB ;  ; 12 ; 12 ; 15 ; 18 ; 24 ; 20 ; 15 ; 24 ; 22 ; ;
FREAK ;  ; 13 ; 13 ; 15 ; 15 ; 17 ; 20 ; 12 ; 21 ; 18 ; ;
SIFT ;  ; 14 ; 11 ; 16 ; 19 ; 22 ; 22 ; 13 ; 24 ; 22 ; ;
;
;
SHITOMASI Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 97 ; 88 ; 80 ; 90 ; 82 ; 79 ; 86 ; 86 ; 83 ; ;
BRIEF ;  ; 118 ; 111 ; 104 ; 101 ; 104 ; 102 ; 101 ; 110 ; 102 ; ;
ORB ;  ; 108 ; 102 ; 99 ; 102 ; 105 ; 98 ; 99 ; 105 ; 99 ; ;
FREAK ;  ; 87 ; 90 ; 86 ; 88 ; 87 ; 80 ; 81 ; 86 ; 86 ; ;
SIFT ;  ; 115 ; 109 ; 104 ; 103 ; 101 ; 101 ; 97 ; 107 ; 99 ; ;
;
;
ORB Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 73 ; 74 ; 79 ; 85 ; 79 ; 90 ; 88 ; 86 ; 90 ; ;
BRIEF ;  ; 49 ; 43 ; 45 ; 59 ; 53 ; 76 ; 67 ; 83 ; 65 ; ;
ORB ;  ; 67 ; 70 ; 72 ; 84 ; 91 ; 99 ; 91 ; 91 ; 90 ; ;
FREAK ;  ; 41 ; 36 ; 44 ; 47 ; 44 ; 51 ; 52 ; 47 ; 54 ; ;
SIFT ;  ; 66 ; 79 ; 78 ; 79 ; 82 ; 93 ; 94 ; 93 ; 92 ; ;
;
;
SIFT Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 63 ; 64 ; 60 ; 65 ; 59 ; 65 ; 64 ; 67 ; 79 ; ;
BRIEF ;  ; 86 ; 76 ; 72 ; 83 ; 69 ; 75 ; 76 ; 69 ; 87 ; ;
FREAK ;  ; 64 ; 70 ; 62 ; 65 ; 59 ; 60 ; 64 ; 65 ; 79 ; ;
SIFT ;  ; 81 ; 79 ; 83 ; 92 ; 90 ; 82 ; 82 ; 100 ; 101 ; ;
;
;
FAST Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 257 ; 244 ; 247 ; 243 ; 216 ; 253 ; 251 ; 247 ; 251 ; ;
BRIEF ;  ; 321 ; 334 ; 301 ; 336 ; 277 ; 329 ; 326 ; 316 ; 310 ; ;
ORB ;  ; 308 ; 311 ; 301 ; 323 ; 281 ; 316 ; 323 ; 306 ; 315 ; ;
FREAK ;  ; 252 ; 250 ; 240 ; 258 ; 231 ; 268 ; 248 ; 256 ; 251 ; ;
SIFT ;  ; 315 ; 326 ; 301 ; 316 ; 294 ; 328 ; 319 ; 304 ; 302 ; ;
;
;
BRISK Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 168 ; 169 ; 157 ; 170 ; 171 ; 186 ; 174 ; 168 ; 182 ; ;
BRIEF ;  ; 174 ; 195 ; 182 ; 177 ; 182 ; 193 ; 208 ; 186 ; 179 ; ;
ORB ;  ; 155 ; 167 ; 155 ; 161 ; 156 ; 181 ; 165 ; 170 ; 170 ; ;
FREAK ;  ; 154 ; 173 ; 153 ; 168 ; 158 ; 181 ; 169 ; 175 ; 165 ; ;
SIFT ;  ; 177 ; 187 ; 171 ; 177 ; 168 ; 190 ; 193 ; 173 ; 181 ; ;
;
;
AKAZE Matched KeyPoint ;
Descriptor ; Frame 1 ; Frame 2 ; Frame 3 ; Frame 4; Frame 5 ; Frame 6 ; Frame 7 ;Frame 8 ; Frame 9 ; Frame 10;
BRISK ;  ; 134 ; 124 ; 129 ; 128 ; 130 ; 132 ; 142 ; 144 ; 141 ; ;
BRIEF ;  ; 137 ; 133 ; 130 ; 130 ; 134 ; 146 ; 150 ; 147 ; 150 ; ;
ORB ;  ; 128 ; 128 ; 126 ; 118 ; 129 ; 131 ; 136 ; 136 ; 143 ; ;
FREAK ;  ; 123 ; 128 ; 128 ; 121 ; 122 ; 133 ; 144 ; 145 ; 135 ; ;
AKAZE ;  ; 135 ; 138 ; 132 ; 126 ; 128 ; 146 ; 147 ; 149 ; 148 ; ;
SIFT ;  ; 132 ; 134 ; 129 ; 136 ; 136 ; 147 ; 147 ; 153 ; 149 ; ;
